ID,Assembly,TrackClass,TrackType,CellClass,CellType,Description,ProcessingLogs,Title,MetaData
SRX17911899,hg38,ATAC-Seq,ATAC-Seq,Uterus,Fallopian Tubes,"MeSH Description=A pair of highly specialized muscular canals extending from the UTERUS to its corresponding OVARY. They provide the means for OVUM collection, and the site for the final maturation of gametes and FERTILIZATION. The fallopian tube consists of an interstitium, an isthmus, an ampulla, an infundibulum, and fimbriae. Its wall consists of three histologic layers: serous, muscular, and an internal mucosal layer lined with both ciliated and secretory cells.","154870957,68.3,7.3,31115",GSM6637792: ATAC-seq from fallopian tube (ENCLB033AEY); Homo sapiens; ATAC-seq,"description=Homo sapiens female adult (46 years) fallopian tube tissue, preserved by flash-freezing	sample type=tissue	tissue=fallopian tube	sex=female	health state=DM: no; HTN: no; CAD: no	dev stage=adult	age=46 year	donor ID=ENCDO411EVD	lab=Michael Snyder, Stanford	source=Yiing Lin, MD, PhD"
SRX17911948,hg38,ATAC-Seq,ATAC-Seq,Uterus,Uterus,"MeSH Description=The hollow thick-walled muscular organ in the female PELVIS. It consists of the fundus (the body) which is the site of EMBRYO IMPLANTATION and FETAL DEVELOPMENT. Beyond the isthmus at the perineal end of fundus, is CERVIX UTERI (the neck) opening into VAGINA. Beyond the isthmi at the upper abdominal end of fundus, are the FALLOPIAN TUBES.","100734578,71.6,5.0,8776",GSM6637869: ATAC-seq from uterus (ENCLB186VLL); Homo sapiens; ATAC-seq,"description=Homo sapiens female adult (46 years) uterus tissue, preserved by flash-freezing	sample type=tissue	tissue=uterus	sex=female	health state=DM: no; HTN: no; CAD: no	dev stage=adult	age=46 year	donor ID=ENCDO411EVD	lab=Michael Snyder, Stanford	source=Yiing Lin, MD, PhD"
SRX17911949,hg38,ATAC-Seq,ATAC-Seq,Uterus,Uterus,"MeSH Description=The hollow thick-walled muscular organ in the female PELVIS. It consists of the fundus (the body) which is the site of EMBRYO IMPLANTATION and FETAL DEVELOPMENT. Beyond the isthmus at the perineal end of fundus, is CERVIX UTERI (the neck) opening into VAGINA. Beyond the isthmi at the upper abdominal end of fundus, are the FALLOPIAN TUBES.","65586723,77.0,4.7,6403",GSM6637870: ATAC-seq from uterus (ENCLB017DBL); Homo sapiens; ATAC-seq,"description=Homo sapiens female adult (46 years) uterus tissue, preserved by flash-freezing	sample type=tissue	tissue=uterus	sex=female	health state=DM: no; HTN: no; CAD: no	dev stage=adult	age=46 year	donor ID=ENCDO411EVD	lab=Michael Snyder, Stanford	source=Yiing Lin, MD, PhD"
SRX17912017,hg38,ATAC-Seq,ATAC-Seq,Uterus,Fallopian Tubes,"MeSH Description=A pair of highly specialized muscular canals extending from the UTERUS to its corresponding OVARY. They provide the means for OVUM collection, and the site for the final maturation of gametes and FERTILIZATION. The fallopian tube consists of an interstitium, an isthmus, an ampulla, an infundibulum, and fimbriae. Its wall consists of three histologic layers: serous, muscular, and an internal mucosal layer lined with both ciliated and secretory cells.","109524430,59.6,5.7,13422",GSM6638024: ATAC-seq from fallopian tube (ENCLB901UJK); Homo sapiens; ATAC-seq,"description=Homo sapiens female adult (61 years) fallopian tube tissue, preserved by flash-freezing	sample type=tissue	tissue=fallopian tube	sex=female	health state=DM: no; HTN: no; CAD: no; lungs with moderate emphysema	dev stage=adult	age=61 year	donor ID=ENCDO186XRB	lab=Michael Snyder, Stanford	source=Yiing Lin, MD, PhD"
SRX17912018,hg38,ATAC-Seq,ATAC-Seq,Uterus,Fallopian Tubes,"MeSH Description=A pair of highly specialized muscular canals extending from the UTERUS to its corresponding OVARY. They provide the means for OVUM collection, and the site for the final maturation of gametes and FERTILIZATION. The fallopian tube consists of an interstitium, an isthmus, an ampulla, an infundibulum, and fimbriae. Its wall consists of three histologic layers: serous, muscular, and an internal mucosal layer lined with both ciliated and secretory cells.","114755459,61.4,5.5,11468",GSM6638025: ATAC-seq from fallopian tube (ENCLB946DTY); Homo sapiens; ATAC-seq,"description=Homo sapiens female adult (61 years) fallopian tube tissue, preserved by flash-freezing	sample type=tissue	tissue=fallopian tube	sex=female	health state=DM: no; HTN: no; CAD: no; lungs with moderate emphysema	dev stage=adult	age=61 year	donor ID=ENCDO186XRB	lab=Michael Snyder, Stanford	source=Yiing Lin, MD, PhD"
SRX18014930,hg38,TFs and others,JUN,Breast,MCF 10A,Primary Tissue=Breast|Tissue Diagnosis=Fibrocystic Disease,"41832800,85.6,9.7,3398",GSM6672404: c-Jun - MCF10A; Homo sapiens; ChIP-Seq,"source_name=MCF10A	cell line=MCF10A	cell type=Normal human breast epithelial cell	chip antibody=c-Jun (CST, #9165)	treatment=TGF-beta (-)	geo_loc_name=missing	collection_date=missing"
SRX18014931,hg38,TFs and others,JUN,Breast,MCF 10A,Primary Tissue=Breast|Tissue Diagnosis=Fibrocystic Disease,"43892355,86.9,9.3,4056",GSM6672405: c-Jun + MCF10A; Homo sapiens; ChIP-Seq,"source_name=MCF10A	cell line=MCF10A	cell type=Normal human breast epithelial cell	chip antibody=c-Jun (CST, #9165)	treatment=TGF-beta (+,24h)	geo_loc_name=missing	collection_date=missing"
SRX18191636,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"58015053,98.5,26.8,2593",GSM6716975: 1-AO3 FM-ER-Rep1; Homo sapiens; ChIP-Seq,"source_name=MCF7	cell line=MCF7	cell type=ER+ breast cancer cell line	genotype=sgNT	chip antibody=ER (Millipore, #06-935)"
SRX18191637,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"50382941,98.5,25.7,2420",GSM6716976: 2-AO5 FM-ER-Rep1; Homo sapiens; ChIP-Seq,"source_name=MCF7	cell line=MCF7	cell type=ER+ breast cancer cell line	genotype=sgNR2F2-2	chip antibody=ER (Millipore, #06-935)"
SRX18191638,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"45378611,98.3,24.8,1591",GSM6716977: 3-AO6 FM-ER-Rep1; Homo sapiens; ChIP-Seq,"source_name=MCF7	cell line=MCF7	cell type=ER+ breast cancer cell line	genotype=sgNF1-2	chip antibody=ER (Millipore, #06-935)"
SRX18191639,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"55024825,98.5,26.5,2947",GSM6716978: 4-AO8 FM-ER-Rep1; Homo sapiens; ChIP-Seq,"source_name=MCF7	cell line=MCF7	cell type=ER+ breast cancer cell line	genotype=sgNF1-2+sgNR2F2-2	chip antibody=ER (Millipore, #06-935)"
SRX18191646,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"79409869,98.5,30.2,2801",GSM6716985: 13-AO3 FM-ER-Rep2; Homo sapiens; ChIP-Seq,"source_name=MCF7	cell line=MCF7	cell type=ER+ breast cancer cell line	genotype=sgNT	chip antibody=ER (Millipore, #06-935)"
SRX18191647,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"49627672,98.1,24.9,1764",GSM6716986: 14-AO5 FM-ER-Rep2; Homo sapiens; ChIP-Seq,"source_name=MCF7	cell line=MCF7	cell type=ER+ breast cancer cell line	genotype=sgNR2F2-2	chip antibody=ER (Millipore, #06-935)"
SRX18191648,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"60384828,98.3,27.4,1703",GSM6716987: 15-AO6 FM-ER-Rep2; Homo sapiens; ChIP-Seq,"source_name=MCF7	cell line=MCF7	cell type=ER+ breast cancer cell line	genotype=sgNF1-2	chip antibody=ER (Millipore, #06-935)"
SRX18191649,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"55454552,98.5,25.3,2824",GSM6716988: 16-AO8 FM-ER-Rep2; Homo sapiens; ChIP-Seq,"source_name=MCF7	cell line=MCF7	cell type=ER+ breast cancer cell line	genotype=sgNF1-2+sgNR2F2-2	chip antibody=ER (Millipore, #06-935)"
SRX18191656,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"44637824,98.7,25.9,727",GSM6716995: 57-AO3 EDM-ER-Rep1; Homo sapiens; ChIP-Seq,"source_name=MCF7	cell line=MCF7	cell type=ER+ breast cancer cell line	genotype=sgNT	chip antibody=ER (Millipore, #06-935)"
SRX18191657,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"51212628,98.6,25.3,857",GSM6716996: 58-AO5 EDM-ER-Rep1; Homo sapiens; ChIP-Seq,"source_name=MCF7	cell line=MCF7	cell type=ER+ breast cancer cell line	genotype=sgNR2F2-2	chip antibody=ER (Millipore, #06-935)"
SRX18191658,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"43390131,98.6,25.0,665",GSM6716997: 59-AO6 EDM-ER-Rep1; Homo sapiens; ChIP-Seq,"source_name=MCF7	cell line=MCF7	cell type=ER+ breast cancer cell line	genotype=sgNF1-2	chip antibody=ER (Millipore, #06-935)"
SRX18191659,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"49703288,98.7,28.5,821",GSM6716998: 60-AO8 EDM-ER-Rep1; Homo sapiens; ChIP-Seq,"source_name=MCF7	cell line=MCF7	cell type=ER+ breast cancer cell line	genotype=sgNF1-2+sgNR2F2-2	chip antibody=ER (Millipore, #06-935)"
SRX18191660,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"46534475,98.7,26.6,1374",GSM6716999: 61-AO3 E2-ER-Rep1; Homo sapiens; ChIP-Seq,"source_name=MCF7	cell line=MCF7	cell type=ER+ breast cancer cell line	genotype=sgNT	chip antibody=ER (Millipore, #06-935)"
SRX18191661,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"31925079,98.7,23.7,1033",GSM6717000: 62-AO5 E2-ER-Rep1; Homo sapiens; ChIP-Seq,"source_name=MCF7	cell line=MCF7	cell type=ER+ breast cancer cell line	genotype=sgNR2F2-2	chip antibody=ER (Millipore, #06-935)"
SRX18191662,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"44445739,98.6,26.1,841",GSM6717001: 63-AO6 E2-ER-Rep1; Homo sapiens; ChIP-Seq,"source_name=MCF7	cell line=MCF7	cell type=ER+ breast cancer cell line	genotype=sgNF1-2	chip antibody=ER (Millipore, #06-935)"
SRX18191663,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"47748339,98.7,26.1,1421",GSM6717002: 64-AO8 E2-ER-Rep1; Homo sapiens; ChIP-Seq,"source_name=MCF7	cell line=MCF7	cell type=ER+ breast cancer cell line	genotype=sgNF1-2+sgNR2F2-2	chip antibody=ER (Millipore, #06-935)"
SRX18191672,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"46338346,98.6,29.8,884",GSM6717011: 73-AO3 EDM-ER-Rep2; Homo sapiens; ChIP-Seq,"source_name=MCF7	cell line=MCF7	cell type=ER+ breast cancer cell line	genotype=sgNT	chip antibody=ER (Millipore, #06-935)"
SRX18191673,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"41740676,98.7,25.6,915",GSM6717012: 74-AO5 EDM-ER-Rep2; Homo sapiens; ChIP-Seq,"source_name=MCF7	cell line=MCF7	cell type=ER+ breast cancer cell line	genotype=sgNR2F2-2	chip antibody=ER (Millipore, #06-935)"
SRX18191674,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"44093180,98.7,27.9,978",GSM6717013: 75-AO6 EDM-ER-Rep2; Homo sapiens; ChIP-Seq,"source_name=MCF7	cell line=MCF7	cell type=ER+ breast cancer cell line	genotype=sgNF1-2	chip antibody=ER (Millipore, #06-935)"
SRX18191675,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"40361050,98.7,25.3,926",GSM6717014: 76-AO8 EDM-ER-Rep2; Homo sapiens; ChIP-Seq,"source_name=MCF7	cell line=MCF7	cell type=ER+ breast cancer cell line	genotype=sgNF1-2+sgNR2F2-2	chip antibody=ER (Millipore, #06-935)"
SRX18191676,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"53562457,98.7,28.4,1281",GSM6717015: 77-AO3 E2-ER-Rep2; Homo sapiens; ChIP-Seq,"source_name=MCF7	cell line=MCF7	cell type=ER+ breast cancer cell line	genotype=sgNT	chip antibody=ER (Millipore, #06-935)"
SRX18191677,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"44877165,98.7,25.9,1034",GSM6717016: 78-AO5 E2-ER-Rep2; Homo sapiens; ChIP-Seq,"source_name=MCF7	cell line=MCF7	cell type=ER+ breast cancer cell line	genotype=sgNR2F2-2	chip antibody=ER (Millipore, #06-935)"
SRX18191678,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"39718150,98.6,25.4,910",GSM6717017: 79-AO6 E2-ER-Rep2; Homo sapiens; ChIP-Seq,"source_name=MCF7	cell line=MCF7	cell type=ER+ breast cancer cell line	genotype=sgNF1-2	chip antibody=ER (Millipore, #06-935)"
SRX18191679,hg38,TFs and others,ESR1,Breast,MCF-7,Primary Tissue=Breast|Site of Extraction=Pleura|Tissue Diagnosis=Adenocarcinoma,"38047015,98.7,24.6,898",GSM6717018: 80-AO8 E2-ER-Rep2; Homo sapiens; ChIP-Seq,"source_name=MCF7	cell line=MCF7	cell type=ER+ breast cancer cell line	genotype=sgNF1-2+sgNR2F2-2	chip antibody=ER (Millipore, #06-935)"
SRX18241830,hg38,Histone,H3K27ac,Uterus,Ishikawa,Primary Tissue=Uterus|Tissue Diagnosis=Adenocarcinoma,"30826461,95.9,14.7,35666",GSM6727286: Ishikawa 8hrDMSO H3K27Ac rep1; Homo sapiens; ChIP-Seq,"source_name=Ishikawa	cell line=Ishikawa	cell type=endometrioid adenocarcinoma	chip antibody=H3K27ac (Active Motif, 39133)	treatment=0.1% DMSO"
SRX18241831,hg38,Histone,H3K27ac,Uterus,Ishikawa,Primary Tissue=Uterus|Tissue Diagnosis=Adenocarcinoma,"16777569,92.8,13.1,20749",GSM6727287: Ishikawa 8hrDMSO H3K27Ac rep2; Homo sapiens; ChIP-Seq,"source_name=Ishikawa	cell line=Ishikawa	cell type=endometrioid adenocarcinoma	chip antibody=H3K27ac (Active Motif, 39133)	treatment=0.1% DMSO"
SRX18346411,hg38,ATAC-Seq,ATAC-Seq,Uterus,SK-UT-1,Primary Tissue=Uterus|Tissue Diagnosis=Leiomyosarcoma,"20270876,89.3,10.4,39572",GSM6751414: SK-UT-1 1; Homo sapiens; ATAC-seq,source_name=SK-UT-1	cell line=SK-UT-1	cell type=leiomyosarcoma	geo_loc_name=missing	collection_date=missing
SRX18346412,hg38,ATAC-Seq,ATAC-Seq,Uterus,SK-UT-1,Primary Tissue=Uterus|Tissue Diagnosis=Leiomyosarcoma,"18597112,88.6,10.1,38171",GSM6751415: SK-UT-1 2; Homo sapiens; ATAC-seq,source_name=SK-UT-1	cell line=SK-UT-1	cell type=leiomyosarcoma	geo_loc_name=missing	collection_date=missing
SRX18346413,hg38,ATAC-Seq,ATAC-Seq,Uterus,SK-UT-1,Primary Tissue=Uterus|Tissue Diagnosis=Leiomyosarcoma,"24730671,87.1,10.9,43900",GSM6751416: SK-UT-1 3; Homo sapiens; ATAC-seq,source_name=SK-UT-1	cell line=SK-UT-1	cell type=leiomyosarcoma	geo_loc_name=missing	collection_date=missing
SRX18346414,hg38,ATAC-Seq,ATAC-Seq,Uterus,SK-UT-1,Primary Tissue=Uterus|Tissue Diagnosis=Leiomyosarcoma,"27054268,87.5,7.3,16651",GSM6751417: SK-UT1-B 1; Homo sapiens; ATAC-seq,source_name=SK-UT1-B	cell line=SK-UT1-B	cell type=leiomyosarcoma	geo_loc_name=missing	collection_date=missing
SRX18346415,hg38,ATAC-Seq,ATAC-Seq,Uterus,SK-UT-1,Primary Tissue=Uterus|Tissue Diagnosis=Leiomyosarcoma,"24106488,85.6,11.1,25756",GSM6751418: SK-UT1-B 2; Homo sapiens; ATAC-seq,source_name=SK-UT1-B	cell line=SK-UT1-B	cell type=leiomyosarcoma	geo_loc_name=missing	collection_date=missing
SRX18346416,hg38,ATAC-Seq,ATAC-Seq,Uterus,SK-UT-1,Primary Tissue=Uterus|Tissue Diagnosis=Leiomyosarcoma,"22411779,88.0,13.2,32012",GSM6751419: SK-UT1-B 3; Homo sapiens; ATAC-seq,source_name=SK-UT1-B	cell line=SK-UT1-B	cell type=leiomyosarcoma	geo_loc_name=missing	collection_date=missing
SRX18346417,hg38,ATAC-Seq,ATAC-Seq,Uterus,MES-SA,Primary Tissue=Uterus|Tissue Diagnosis=Sarcoma,"17619694,85.0,12.2,28558",GSM6751420: MES-SA 1; Homo sapiens; ATAC-seq,source_name=MES-SA	cell line=MES-SA	cell type=leiomyosarcoma	geo_loc_name=missing	collection_date=missing
SRX18346418,hg38,ATAC-Seq,ATAC-Seq,Uterus,MES-SA,Primary Tissue=Uterus|Tissue Diagnosis=Sarcoma,"23500998,83.8,13.1,28789",GSM6751421: MES-SA 2; Homo sapiens; ATAC-seq,source_name=MES-SA	cell line=MES-SA	cell type=leiomyosarcoma	geo_loc_name=missing	collection_date=missing
SRX18346419,hg38,ATAC-Seq,ATAC-Seq,Uterus,MES-SA,Primary Tissue=Uterus|Tissue Diagnosis=Sarcoma,"21227648,88.2,14.1,31286",GSM6751422: MES-SA 3; Homo sapiens; ATAC-seq,source_name=MES-SA	cell line=MES-SA	cell type=leiomyosarcoma	geo_loc_name=missing	collection_date=missing
SRX18379042,hg38,Histone,H3K27ac,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"43618177,91.7,17.2,26933",GSM6756520: HeLa H3K27ac NT 1; Homo sapiens; ChIP-Seq,source_name=HeLa	cell line=HeLa	cell type=epithelial cell	chip antibody=H3K27ac	treatment=NT
SRX18379043,hg38,Histone,H3K27ac,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"51486527,73.1,15.1,19724",GSM6756521: HeLa H3K27ac NT 2; Homo sapiens; ChIP-Seq,source_name=HeLa	cell line=HeLa	cell type=epithelial cell	chip antibody=H3K27ac	treatment=NT
SRX18379044,hg38,Histone,H3K27ac,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"28951167,97.3,15.1,22544",GSM6756522: HeLa H3K27ac STV 1; Homo sapiens; ChIP-Seq,source_name=HeLa	cell line=HeLa	cell type=epithelial cell	chip antibody=H3K27ac	treatment=HBSS starvation
SRX18379045,hg38,Histone,H3K27ac,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"38910482,95.0,15.9,25237",GSM6756523: HeLa H3K27ac STV 2; Homo sapiens; ChIP-Seq,source_name=HeLa	cell line=HeLa	cell type=epithelial cell	chip antibody=H3K27ac	treatment=HBSS starvation
SRX18425713,hg38,ATAC-Seq,ATAC-Seq,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"104581242,7.9,56.4,4138",GSM6766709: ATAC-seq BRD4LAMPS-HS2-Dark rep1; Homo sapiens; ATAC-seq,source_name=HeLa	cell line=Human HeLa cells
SRX18425716,hg38,ATAC-Seq,ATAC-Seq,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"37437630,30.8,53.5,11022",GSM6766710: ATAC-seq BRD4LAMPS-HS2-Dark rep2; Homo sapiens; ATAC-seq,source_name=HeLa	cell line=Human HeLa cells
SRX18425718,hg38,ATAC-Seq,ATAC-Seq,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"13487688,65.6,45.4,8682",GSM6766711: ATAC-seq BRD4LAMPS-HS2-Light rep1; Homo sapiens; ATAC-seq,source_name=HeLa	cell line=Human HeLa cells
SRX18425720,hg38,ATAC-Seq,ATAC-Seq,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"9149536,69.4,43.7,4926",GSM6766712: ATAC-seq BRD4LAMPS-HS2-Light rep2; Homo sapiens; ATAC-seq,source_name=HeLa	cell line=Human HeLa cells
SRX18425721,hg38,ATAC-Seq,ATAC-Seq,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"35873864,70.9,68.0,16944",GSM6766713: ATAC-seq pFusNmutCL-HS2-Dark rep1; Homo sapiens; ATAC-seq,source_name=HeLa	cell line=Human HeLa cells
SRX18425723,hg38,ATAC-Seq,ATAC-Seq,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"33778728,67.3,67.9,15694",GSM6766714: ATAC-seq pFusNmutCL-HS2-Dark rep2; Homo sapiens; ATAC-seq,source_name=HeLa	cell line=Human HeLa cells
SRX18425724,hg38,ATAC-Seq,ATAC-Seq,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"47351074,85.6,78.0,26327",GSM6766715: ATAC-seq pFusNmutCL-HS2-Light rep1; Homo sapiens; ATAC-seq,source_name=HeLa	cell line=Human HeLa cells
SRX18425726,hg38,ATAC-Seq,ATAC-Seq,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"19074157,0.0,0.3,0",GSM6766716: ATAC-seq pFusNmutCL-HS2-Light rep2; Homo sapiens; ATAC-seq,source_name=HeLa	cell line=Human HeLa cells
SRX18549782,hg38,ATAC-Seq,ATAC-Seq,Uterus,HeLa,Primary Tissue=Cervix|Tissue Diagnosis=Adenocarcinoma,"125996739,98.0,13.0,19664",GSM6807141: siCtrl (Control knockdown); Homo sapiens; ATAC-seq,source_name=Uterus; Cervix	tissue=Uterus; Cervix	cell line=HeLa	cell type=Epithelial cells	treatment=siRNA (control) transfected sample
